Name,Organization,Status,Year Elected
Jose B. de Andrada e Silva,American Philosophical Society,Member,1822
Richard Harlan,American Philosophical Society,Member,1822
Baron von Wilhelm Humboldt,American Philosophical Society,Member,1822
William H. Keating,American Philosophical Society,Member,1822
Zacharias Nordmark,American Philosophical Society,Member,1822
Samuel Parkes,American Philosophical Society,Member,1822
Peder Pedersen,American Philosophical Society,Member,1822
Peter Poletica,American Philosophical Society,Member,1822
Condy Raguet,American Philosophical Society,Member,1822
Gottlob E. Schultze,American Philosophical Society,Member,1822
Jons Svanberg,American Philosophical Society,Member,1822
Lardner Vanuxem,American Philosophical Society,Member,1822
Joseph Bonaparte,American Philosophical Society,Member,1823
Lucien Bonaparte,American Philosophical Society,Member,1823
Benjamin H. Coates,American Philosophical Society,Member,1823
William B. Collyer,American Philosophical Society,Member,1823
James F. Cooper,American Philosophical Society,Member,1823
William Darlington,American Philosophical Society,Member,1823
Gaspard Deabbate,American Philosophical Society,Member,1823
Jean M. Duponceau,American Philosophical Society,Member,1823
Samuel Jackson,American Philosophical Society,Member,1823
Jason O'B Lawrence,American Philosophical Society,Member,1823
Sir William Lawrence,American Philosophical Society,Member,1823
Stephen H. Long,American Philosophical Society,Member,1823
Paul de Lovenorn,American Philosophical Society,Member,1823
William J. Macneven,American Philosophical Society,Member,1823
Baron Charles E Coquebert de Mountbret,American Philosophical Society,Member,1823
John Plitt,American Philosophical Society,Member,1823
Heinrich C. Schumacher,American Philosophical Society,Member,1823
Count de Joseph B. Survilliers,American Philosophical Society,Member,1823
Nathaniel A. Ware,American Philosophical Society,Member,1823
Charles Lucien Bonaparte,American Philosophical Society,Member,1824
Heinrich J. Klaproth,American Philosophical Society,Member,1824
Ivan Krusenstern,American Philosophical Society,Member,1824
Severin Lorich,American Philosophical Society,Member,1824
Joseph B. McKean,American Philosophical Society,Member,1824
Alexander Pearson,American Philosophical Society,Member,1824
Henry Seybert,American Philosophical Society,Member,1824
Moses Stuart,American Philosophical Society,Member,1824
Conrad J. Temminck,American Philosophical Society,Member,1824
Charles N. Bancker,American Philosophical Society,Member,1825
John J. Bigsby,American Philosophical Society,Member,1825
Thomas Cadwalader,American Philosophical Society,Member,1825
Comte de Andre F. Miot,American Philosophical Society,Member,1825
Pierre J.M. Flourens,American Philosophical Society,Member,1825
John D. Godman,American Philosophical Society,Member,1825
Joseph R. Ingersoll,American Philosophical Society,Member,1825
John K. Kane,American Philosophical Society,Member,1825
Count John Laval,American Philosophical Society,Member,1825
Jos_ da Silva Lisboa,American Philosophical Society,Member,1825
Edward Livingston,American Philosophical Society,Member,1825
Comte Francois P. Real,American Philosophical Society,Member,1825
Count Nicholas Rumiantzov,American Philosophical Society,Member,1825
Philip Tidyman,American Philosophical Society,Member,1825
Lewis Cass,American Philosophical Society,Member,1826
Samuel Humphreys,American Philosophical Society,Member,1826
"Jakob, Grefve Graberg af Hemso",American Philosophical Society,Member,1826
Pablo de la Llave,American Philosophical Society,Member,1826
William McIlvaine,American Philosophical Society,Member,1826
Charles D. Meigs,American Philosophical Society,Member,1826
William Schaler,American Philosophical Society,Member,1826
William Shaler,American Philosophical Society,Member,1826
Henri C.G. de Struve,American Philosophical Society,Member,1826
John L. Tiarks,American Philosophical Society,Member,1826
James Brown,American Philosophical Society,Member,1827
Marcus Bull,American Philosophical Society,Member,1827
John W. Dalman,American Philosophical Society,Member,1827
George Emlen,American Philosophical Society,Member,1827
Joachim P.C. Giraldez,American Philosophical Society,Member,1827
John K. Mitchell,American Philosophical Society,Member,1827
Joel R. Poinsett,American Philosophical Society,Member,1827
Rene La Roche,American Philosophical Society,Member,1827
James Rush,American Philosophical Society,Member,1827
Charles Tait,American Philosophical Society,Member,1827
Honore Torombert,American Philosophical Society,Member,1827
Noah Webster,American Philosophical Society,Member,1827
John P. Wetherill,American Philosophical Society,Member,1827
Giovanni M. Zecchinelli,American Philosophical Society,Member,1827
Samuel Betton,American Philosophical Society,Member,1828
Jose M. Bustamante,American Philosophical Society,Member,1828
Jose M. Dantas,American Philosophical Society,Member,1828
Robert E. Griffith,American Philosophical Society,Member,1828
Thomas Harris,American Philosophical Society,Member,1828
Henry J. Anderson,American Philosophical Society,Member,1828
Isaac Lea,American Philosophical Society,Member,1828
Samuel G. Morton,American Philosophical Society,Member,1828
Charles Pickering,American Philosophical Society,Member,1828
James Renwick,American Philosophical Society,Member,1828
Jose M. Salazar,American Philosophical Society,Member,1828
George Ticknor,American Philosophical Society,Member,1828
Samuel Harrison Smith,Columbian Institute,Member,
Andrew Hunter,Columbian Institute,Member,
John Law,Columbian Institute,Member,
Alexander McWilliams,Columbian Institute,Member,
Edward Cutbush,Columbian Institute,Member,
Thomas Law,Columbian Institute,Member,
John Quincy Adams,Columbian Institute,Member,
Andrew Jackson,Columbian Institute,Member,
John C. Calhoun,Columbian Institute,Member,
Henry Clay,Columbian Institute,Member,
William H. Crawford,Columbian Institute,Member,
Richard Rush,Columbian Institute,Member,
Samuel D. Ingham,Columbian Institute,Member,
James Barbour,Columbian Institute,Member,
Joel R. Poinsett,Columbian Institute,Member,
Samuel L. Southard,Columbian Institute,Member,
Mahlon Dickerson,Columbian Institute,Member,
John M. Berrien,Columbian Institute,Member,
William Wirt,Columbian Institute,Member,
John McLean,Columbian Institute,Member,
William T. Barry,Columbian Institute,Member,
Simon Bernard,Columbian Institute,Member,
George Gibson,Columbian Institute,Member,
Alexander Macomb,Columbian Institute,Member,
George Bomford,Columbian Institute,Member,
Nathan Towson,Columbian Institute,Member,
Joseph Lovell,Columbian Institute,Member,
J. A. Brereton,Columbian Institute,Member,
John Rodgers,Columbian Institute,Member,
Thomas Tingey,Columbian Institute,Member,
Charles Wilkes,Columbian Institute,Member,
Bailey Washington,Columbian Institute,Member,
William Cranch,Columbian Institute,Member,
Buckner Thruston,Columbian Institute,Member,
Richard Bland Lee,Columbian Institute,Member,
Nathaniel P. Causin,Columbian Institute,Member,
Elias B. Caldwell,Columbian Institute,Member,
William Brent,Columbian Institute,Member,
William Thornton,Columbian Institute,Member,
Josiah Meigs,Columbian Institute,Member,
George Watterston,Columbian Institute,Member,
Phineas Bradley,Columbian Institute,Member,
Samuel Lane,Columbian Institute,Member,
William Noland,Columbian Institute,Member,
Matthew St. Clair Clarke,Columbian Institute,Member,
Asbury Dickins,Columbian Institute,Member,
Thomas L. Thurston,Columbian Institute,Member,
Benjamin Homans,Columbian Institute,Member,
Walter Jones,Columbian Institute,Member,
William Lambert,Columbian Institute,Member,
William Elliot,Columbian Institute,Member,
Joseph Anderson,Columbian Institute,Member,
John Underwood,Columbian Institute,Member,
Nathaniel Cutting,Columbian Institute,Member,
Robert King,Columbian Institute,Member,
Isaac Roberdeau,Columbian Institute,Member,
"William Hewitt,",Columbian Institute,Member,
Thomas Munroe,Columbian Institute,Member,
William Prout,Columbian Institute,Member,
Robert Brent,Columbian Institute,Member,
Daniel Rapine,Columbian Institute,Member,
James H. Blake,Columbian Institute,Member,
Thomas Carbery,Columbian Institute,Member,
Roger C. Weightman,Columbian Institute,Member,
"Joseph Gales, jr",Columbian Institute,Member,
John P. VanNess,Columbian Institute,Member,
William A. Bradley,Columbian Institute,Member,
Peter Force,Columbian Institute,Member,
William W. Seaton,Columbian Institute,Member,
Richard Wallach,Columbian Institute,Member,
B. S. Bohrer,Columbian Institute,Member,
James S. Gunnell,Columbian Institute,Member,
Thomas Henderson,Columbian Institute,Member,
Henry Huntt,Columbian Institute,Member,
Alexander McWilliams,Columbian Institute,Member,
George May,Columbian Institute,Member,
Frederick May,Columbian Institute,Member,
Richard Randall,Columbian Institute,Member,
Thomas Sewall,Columbian Institute,Member,
John T. Shaaf,Columbian Institute,Member,
Thomas Sims,Columbian Institute,Member,
JohnM. Thomas,Columbian Institute,Member,
Tobias Watkins,Columbian Institute,Member,
Nicholas Worthington,Columbian Institute,Member,
Andrew Bigelow,Columbian Institute,Member,
Obadiah B. Brown,Columbian Institute,Member,
John N. Campbell,Columbian Institute,Member,
Ira Chase,Columbian Institute,Member,
R. R. Gurley,Columbian Institute,Member,
Andrew Hunter,Columbian Institute,Member,
James Laurie,Columbian Institute,Member,
Robert Little,Columbian Institute,Member,
William Matthews,Columbian Institute,Member,
Isaac Orr,Columbian Institute,Member,
William Staughton,Columbian Institute,Member,
Archibald Henderson,Columbian Institute,Member,
John McClelland,Columbian Institute,Member,
William Tatham,Columbian Institute,Member,
John Coyle jr,Columbian Institute,Member,
"Samuel Eliot, jr",Columbian Institute,Member,
Tobias Lear,Columbian Institute,Member,
John Stretch,Columbian Institute,Member,
Timothy Winn,Columbian Institute,Member,
Joseph Mechlin,Columbian Institute,Member,
Thomas P. Jones,Columbian Institute,Member,
Edmund Law,Columbian Institute,Member,
Benjamin L. Lear,Columbian Institute,Member,
Nathaniel Bowditch,Columbian Institute,Member,
William Darlington,Columbian Institute,Member,
Jared Sparks,Columbian Institute,Member,
John Trumbull,Columbian Institute,Member,
Parker Cleaveland,Columbian Institute,Member,
Ferdinand R. Hassler,Columbian Institute,Member,
Peter S. Du Ponceau,Columbian Institute,Member,
Benjamin Silliman,Columbian Institute,Member,
Noah Webster,Columbian Institute,Member,
John J. Abert,Columbian Institute,Member,
Charles Worthington,Medical Society of the District of Columbia,Member,
James H. Blake,Medical Society of the District of Columbia,Member,
John T. Shaff,Medical Society of the District of Columbia,Member,
Thomas B. Sim,Medical Society of the District of Columbia,Member,
Frederick May,Medical Society of the District of Columbia,Member,
Joel T. Gustine,Medical Society of the District of Columbia,Member,
Elisha Harrison,Medical Society of the District of Columbia,Member,
Peregrine Warfield,Medical Society of the District of Columbia,Member,
Alexander McWilliams,Medical Society of the District of Columbia,Member,
George Clark,Medical Society of the District of Columbia,Member,
Henry Huntt,Medical Society of the District of Columbia,Member,
Thomas Henderson,Medical Society of the District of Columbia,Member,
John Harrison,Medical Society of the District of Columbia,Member,
Benjamin S. Bohrer,Medical Society of the District of Columbia,Member,
Samuel Horsley,Medical Society of the District of Columbia,Member,
Nicholas W. Worthington,Medical Society of the District of Columbia,Member,
William Jones,Medical Society of the District of Columbia,Member,
James T. Johnson,Medical Society of the District of Columbia,Member,
Richard Weightman,Medical Society of the District of Columbia,Member,
George W. May,Medical Society of the District of Columbia,Member,
Robert French,Medical Society of the District of Columbia,Member,
Samuel L. Mitchill,Medical Society of the District of Columbia,Member,
John Spence,Medical Society of the District of Columbia,Member,
William Beans,Medical Society of the District of Columbia,Member,
Joseph Parrish,Medical Society of the District of Columbia,Member,
James Mann,Medical Society of the District of Columbia,Member,
John H. Chausepie,Medical Society of the District of Columbia,Member,
John McClellan,Medical Society of the District of Columbia,Member,
Nathaniel Chapman,Medical Society of the District of Columbia,Member,
Joshua Fisher,Medical Society of the District of Columbia,Member,
William M. Mercer,Medical Society of the District of Columbia,Member,
Nathaniel Potter,Medical Society of the District of Columbia,Member,
John C. Warren,Medical Society of the District of Columbia,Member,
Phillip S. Physick,Medical Society of the District of Columbia,Member,
Thomas T. Hewson,Medical Society of the District of Columbia,Member,
James Jackson,Medical Society of the District of Columbia,Member,
Daniel Coney,Medical Society of the District of Columbia,Member,
Benjamin Waterhouse,Medical Society of the District of Columbia,Member,
Pardon Bowen,Massachusetts Medical Society,Member,
Mason F. Cogswell,Massachusetts Medical Society,Member,
Astley Cooper,Massachusetts Medical Society,Member,
Ammi R. Cutter,Massachusetts Medical Society,Member,
Manassah Cutler,Massachusetts Medical Society,Member,
Andrew Duncan,Massachusetts Medical Society,Member,
John R. Farre,Massachusetts Medical Society,Member,
John Feron,Massachusetts Medical Society,Member,
Peter Green,Massachusetts Medical Society,Member,
Lemuel Hopkins,Massachusetts Medical Society,Member,
David Hosack,Massachusetts Medical Society,Member,
George Jones,Massachusetts Medical Society,Member,
John Jones,Massachusetts Medical Society,Member,
Adam Kuhn,Massachusetts Medical Society,Member,
Lemuel Kollock,Massachusetts Medical Society,Member,
John C. Lettsom,Massachusetts Medical Society,Member,
Charles McKnight,Massachusetts Medical Society,Member,
Edward Miller,Massachusetts Medical Society,Member,
John Morgan,Massachusetts Medical Society,Member,
John Osborne,Massachusetts Medical Society,Member,
Benjamin Rush,Massachusetts Medical Society,Member,
William Shippen,Massachusetts Medical Society,Member,
Isaac Center,Massachusetts Medical Society,Member,
Nathan Smith,Massachusetts Medical Society,Member,
Samuel Tenney,Massachusetts Medical Society,Member,
Benjamin Vaughan,Massachusetts Medical Society,Member,
Elias Willard,Massachusetts Medical Society,Member,
Caspar Wistar,Massachusetts Medical Society,Member,
Edward Wyer,Massachusetts Medical Society,Member,
James Wylie,Massachusetts Medical Society,Member,
Henry Wells,Massachusetts Medical Society,Member,
"Elisha Whitney,",Massachusetts Medical Society,Member,
William S. Williams,Massachusetts Medical Society,Member,
Thomas Williams,Massachusetts Medical Society,Member,
Tapley Wyeth,Massachusetts Medical Society,Member,
Joseph Whipple,Massachusetts Medical Society,Member,
William Whiting,Massachusetts Medical Society,Member,
Benjamin Waterhouse,Massachusetts Medical Society,Member,
Charles W. Winship,Massachusetts Medical Society,Member,
Sylvester Woodbridge,Massachusetts Medical Society,Member,
Elias Weld,Massachusetts Medical Society,Member,
Timothy Wellington,Massachusetts Medical Society,Member,
Silas Wheelock,Massachusetts Medical Society,Member,
Isaac Warren,Massachusetts Medical Society,Member,
Charles Worthington,Massachusetts Medical Society,Member,
John Williams,Massachusetts Medical Society,Member,
Samuel Weed,Massachusetts Medical Society,Member,
Noah Whitman Jr.,Massachusetts Medical Society,Member,
Jonathan Wild Jr.,Massachusetts Medical Society,Member,
Daniel Wardwell,Massachusetts Medical Society,Member,
Eli Wing,Massachusetts Medical Society,Member,
William J. Walker,Massachusetts Medical Society,Member,
Peter Whitney,Massachusetts Medical Society,Member,
Joseph Warren,Massachusetts Medical Society,Member,
George Willard,Massachusetts Medical Society,Member,
John W. Webster,Massachusetts Medical Society,Member,
Orrin Wright,Massachusetts Medical Society,Member,
Jonathan Wales Jr.,Massachusetts Medical Society,Member,
Leonard Williams,Massachusetts Medical Society,Member,
William C. Whittredge,Massachusetts Medical Society,Member,
Seth Washburn,Massachusetts Medical Society,Member,
Asa G. Welch,Massachusetts Medical Society,Member,
George Wilkins,Massachusetts Medical Society,Member,
James M. Whittemore,Massachusetts Medical Society,Member,
Abel Wilder,Massachusetts Medical Society,Member,
John D. Wells,Massachusetts Medical Society,Member,
Samuel Young,Massachusetts Medical Society,Member,
Solmon D. Townsend,Massachusetts Medical Society,Member,
David Townsend,Massachusetts Medical Society,Member,
Thomas Thaxter,Massachusetts Medical Society,Member,
Phillip Theobold,Massachusetts Medical Society,Member,
James Thacher,Massachusetts Medical Society,Member,
Joseph Torrey,Massachusetts Medical Society,Member,
William Towner,Massachusetts Medical Society,Member,
Simon Tufts,Massachusetts Medical Society,Member,
Gridley Thaxter,Massachusetts Medical Society,Member,
Joshua Thomas,Massachusetts Medical Society,Member,
Grosvenor Tarbell,Massachusetts Medical Society,Member,
Phillip E. Theobold,Massachusetts Medical Society,Member,
Calvin Tilden,Massachusetts Medical Society,Member,
Enoch S. Tappan,Massachusetts Medical Society,Member,
Charles Trafton,Massachusetts Medical Society,Member,
Piatt B. Tyler,Massachusetts Medical Society,Member,
Jacob Tewksbury,Massachusetts Medical Society,Member,
Ezekiel Thaxter,Massachusetts Medical Society,Member,
Stephen Thayer,Massachusetts Medical Society,Member,
Samuel Titus,Massachusetts Medical Society,Member,
Alexander Thayer,Massachusetts Medical Society,Member,
Arad Thompson,Massachusetts Medical Society,Member,
"Amos Taylor,",Massachusetts Medical Society,Member,
Francis Vergnies,Massachusetts Medical Society,Member,
John Vanhorn,Massachusetts Medical Society,Member,
John Warren,Massachusetts Medical Society,Member,
John C. Warren,Massachusetts Medical Society,Member,
Rufus Wyman,Massachusetts Medical Society,Member,
John Walton,Massachusetts Medical Society,Member,
John Ware,Massachusetts Medical Society,Member,
Robert Worthington,Massachusetts Medical Society,Member,
Charles W. Wilder,Massachusetts Medical Society,Member,
Thomas Welsh,Massachusetts Medical Society,Member,
Stephen W. Williams,Massachusetts Medical Society,Member,
Israel Whiton,Massachusetts Medical Society,Member,
George Ware,Massachusetts Medical Society,Member,
Richard Wells,Massachusetts Medical Society,Member,
Daniel Stone,Massachusetts Medical Society,Member,
Nathaniel Swift,Massachusetts Medical Society,Member,
Richard C. Shannon,Massachusetts Medical Society,Member,
Luther Stearns,Massachusetts Medical Society,Member,
"Nathaniel Smith, Jr.",Massachusetts Medical Society,Member,
Joseph Sampson,Massachusetts Medical Society,Member,
Moses Sweet,Massachusetts Medical Society,Member,
James H. Sargent,Massachusetts Medical Society,Member,
John Starkweather,Massachusetts Medical Society,Member,
Joseph L. Stevens,Massachusetts Medical Society,Member,
Richard S. Spofford,Massachusetts Medical Society,Member,
Caleb H. Stickney,Massachusetts Medical Society,Member,
Thomas Sears,Massachusetts Medical Society,Member,
Stillman Spaulding,Massachusetts Medical Society,Member,
Thaddeus Spaulding,Massachusetts Medical Society,Member,
Thomas Sturtevant,Massachusetts Medical Society,Member,
Paul Spooner,Massachusetts Medical Society,Member,
Woodbridge Strong,Massachusetts Medical Society,Member,
Samuel A. Shurtleff,Massachusetts Medical Society,Member,
William Sweetser,Massachusetts Medical Society,Member,
John M. Smith,Massachusetts Medical Society,Member,
Caleb H. Snow,Massachusetts Medical Society,Member,
Jonathan Stone,Massachusetts Medical Society,Member,
Renjamin Seabury,Massachusetts Medical Society,Member,
John P. Spooner,Massachusetts Medical Society,Member,
Jerome V. C. Smith,Massachusetts Medical Society,Member,
Robert B. Severance,Massachusetts Medical Society,Member,
Lyndon A. Smith,Massachusetts Medical Society,Member,
Asa Story,Massachusetts Medical Society,Member,
Joseph Shed,Massachusetts Medical Society,Member,
Stephen H. Shelding,Massachusetts Medical Society,Member,
Cotton Tufts,Massachusetts Medical Society,Member,
John D. Treadwell,Massachusetts Medical Society,Member,
Calvin Thomas,Massachusetts Medical Society,Member,
Robert Thaxter,Massachusetts Medical Society,Member,
Daniel Thurber,Massachusetts Medical Society,Member,
William H. Tyler,Massachusetts Medical Society,Member,
Abraham R. Thompson,Massachusetts Medical Society,Member,
William Spooner,Massachusetts Medical Society,Member,
George C. Shattuck,Massachusetts Medical Society,Member,
Alpheus F. Stone,Massachusetts Medical Society,Member,
John Stone,Massachusetts Medical Society,Member,
Benjamin Shurtleff,Massachusetts Medical Society,Member,
Jeremiah Spofford,Massachusetts Medical Society,Member,
Jeremy Stimpson,Massachusetts Medical Society,Member,
William Stone,Massachusetts Medical Society,Member,
William Sheldon,Massachusetts Medical Society,Member,
John Stockbridge,Massachusetts Medical Society,Member,
Enos Smith,Massachusetts Medical Society,Member,
Peter Snow,Massachusetts Medical Society,Member,
Daniel Shute,Massachusetts Medical Society,Member,
Micajah Sawyer,Massachusetts Medical Society,Member,
Jonathan Sibley,Massachusetts Medical Society,Member,
Nathaniel Saltonstall,Massachusetts Medical Society,Member,
Samuel Savage,Massachusetts Medical Society,Member,
Remembrance Sheldon,Massachusetts Medical Society,Member,
Amos Spofford,Massachusetts Medical Society,Member,
Ezra Starkweather,Massachusetts Medical Society,Member,
Foster Swift,Massachusetts Medical Society,Member,
John B. Swett,Massachusetts Medical Society,Member,
John Sprague,Massachusetts Medical Society,Member,
Charles Stockbridge,Massachusetts Medical Society,Member,
"John Swett,",Massachusetts Medical Society,Member,
"Elisha Story,",Massachusetts Medical Society,Member,
Erastus Sargeant,Massachusetts Medical Society,Member,
Marshall Spring,Massachusetts Medical Society,Member,
Moses D. Spofford,Massachusetts Medical Society,Member,
Ebenezer Starr,Massachusetts Medical Society,Member,
John Scammel,Massachusetts Medical Society,Member,
Issachar Snell,Massachusetts Medical Society,Member,
Jonathan Shearer,Massachusetts Medical Society,Member,
Lawrence Sprague,Massachusetts Medical Society,Member,
Jeremy Stimpson,Massachusetts Medical Society,Member,
Thomas Sewall,Massachusetts Medical Society,Member,
Daniel Swan,Massachusetts Medical Society,Member,
Ephraim Stone,Massachusetts Medical Society,Member,
Daniel Porter,Massachusetts Medical Society,Member,
Abner Phelps,Massachusetts Medical Society,Member,
William Parkhurst,Massachusetts Medical Society,Member,
Benjamin Pond Jr.,Massachusetts Medical Society,Member,
George Parkman,Massachusetts Medical Society,Member,
Josiah Prescott,Massachusetts Medical Society,Member,
Gustavus D. Peck,Massachusetts Medical Society,Member,
Fredrick A. Parker,Massachusetts Medical Society,Member,
John Pond,Massachusetts Medical Society,Member,
Sylvanus Plympton,Massachusetts Medical Society,Member,
Silas Pearson,Massachusetts Medical Society,Member,
Nathaniel Pierce,Massachusetts Medical Society,Member,
Moses Phelps,Massachusetts Medical Society,Member,
Thomas Phipps,Massachusetts Medical Society,Member,
Nathan Perry,Massachusetts Medical Society,Member,
Thomas W. Parsons,Massachusetts Medical Society,Member,
Sturgis Phinney,Massachusetts Medical Society,Member,
Augustus T. Parker,Massachusetts Medical Society,Member,
Sylvanus Plympton,Massachusetts Medical Society,Member,
Isaac Rand,Massachusetts Medical Society,Member,
John Randall,Massachusetts Medical Society,Member,
Benjamin Rogers,Massachusetts Medical Society,Member,
Alexander Read,Massachusetts Medical Society,Member,
"Isaac Rand,",Massachusetts Medical Society,Member,
Abijah Richardson,Massachusetts Medical Society,Member,
Thomas Rice,Massachusetts Medical Society,Member,
Isaac Rand Jr.,Massachusetts Medical Society,Member,
Tilley Rice,Massachusetts Medical Society,Member,
Daniel Rose,Massachusetts Medical Society,Member,
Peter G. Robbins,Massachusetts Medical Society,Member,
John Revere,Massachusetts Medical Society,Member,
Dean Robinson,Massachusetts Medical Society,Member,
Thomas Richmond,Massachusetts Medical Society,Member,
Edward Reynolds Jr.,Massachusetts Medical Society,Member,
Chandler Robbins Jr.,Massachusetts Medical Society,Member,
George Russell,Massachusetts Medical Society,Member,
George Osgood,Massachusetts Medical Society,Member,
George Osgood Jr.,Massachusetts Medical Society,Member,
Joseph O. Osgood,Massachusetts Medical Society,Member,
Daniel Oliver,Massachusetts Medical Society,Member,
David Osgood,Massachusetts Medical Society,Member,
Benjamin Osgood,Massachusetts Medical Society,Member,
Oliver Prescott,Massachusetts Medical Society,Member,
Amos Parker,Massachusetts Medical Society,Member,
Abel L. Peirson,Massachusetts Medical Society,Member,
Thomas I. Parker,Massachusetts Medical Society,Member,
Thomas Pickman,Massachusetts Medical Society,Member,
William Paine,Massachusetts Medical Society,Member,
James Pecker,Massachusetts Medical Society,Member,
Oliver Prescott,Massachusetts Medical Society,Member,
Oliver Partridge,Massachusetts Medical Society,Member,
Daniel Pierce,Massachusetts Medical Society,Member,
Charles Pyncheon,Massachusetts Medical Society,Member,
William Porter,Massachusetts Medical Society,Member,
Samuel Perry,Massachusetts Medical Society,Member,
Abiel Pearson,Massachusetts Medical Society,Member,
Martin Phelps,Massachusetts Medical Society,Member,
Cyrus Perkins,Massachusetts Medical Society,Member,
Benjamin Page Jr.,Massachusetts Medical Society,Member,
James Parker,Massachusetts Medical Society,Member,
Amariah Preston,Massachusetts Medical Society,Member,
Samuel Prentis,Massachusetts Medical Society,Member,
Benjamin Parker,Massachusetts Medical Society,Member,
Nathaniel Peabody,Massachusetts Medical Society,Member,
Ebenezer Poor,Massachusetts Medical Society,Member,
Jonathan Page,Massachusetts Medical Society,Member,
Charles Proctor,Massachusetts Medical Society,Member,
William Payson,Massachusetts Medical Society,Member,
Edmund C. Peet,Massachusetts Medical Society,Member,
Freeman Perry,Massachusetts Medical Society,Member,
Nathaniel S. Prentiss,Massachusetts Medical Society,Member,
Nathaniel Preston,Massachusetts Medical Society,Member,
Alfred Perry,Massachusetts Medical Society,Member,
Ariel Mann,Massachusetts Medical Society,Member,
John Merrill,Massachusetts Medical Society,Member,
Joseph Manning,Massachusetts Medical Society,Member,
Thomas Manning,Massachusetts Medical Society,Member,
Asa Miles,Massachusetts Medical Society,Member,
Stephen Munroe,Massachusetts Medical Society,Member,
Thaddeus M'Carty,Massachusetts Medical Society,Member,
"Warham Mather,",Massachusetts Medical Society,Member,
Charles Macomber,Massachusetts Medical Society,Member,
Reuben D. Mussey,Massachusetts Medical Society,Member,
lsaac Mulliken,Massachusetts Medical Society,Member,
Jotham Moulton,Massachusetts Medical Society,Member,
Caleb Miller,Massachusetts Medical Society,Member,
Paul R. Metcalf,Massachusetts Medical Society,Member,
Francis Moore,Massachusetts Medical Society,Member,
Moses Mason Jr.,Massachusetts Medical Society,Member,
James McFarland,Massachusetts Medical Society,Member,
Peter Mackie,Massachusetts Medical Society,Member,
Thomas Mason,Massachusetts Medical Society,Member,
Andrew Mackie,Massachusetts Medical Society,Member,
Silas Marshall,Massachusetts Medical Society,Member,
J. W. Mulliken,Massachusetts Medical Society,Member,
Samuel Nye,Massachusetts Medical Society,Member,
Andrew Nicholls,Massachusetts Medical Society,Member,
Jonathan Newell,Massachusetts Medical Society,Member,
Nathan Noyes,Massachusetts Medical Society,Member,
Nathaniel Niles,Massachusetts Medical Society,Member,
Paul L. Nichols,Massachusetts Medical Society,Member,
Reuben Nims,Massachusetts Medical Society,Member,
Benjamin L. Oliver,Massachusetts Medical Society,Member,
Hector Orr,Massachusetts Medical Society,Member,
Cushing Otis,Massachusetts Medical Society,Member,
Joseph Osgood,Massachusetts Medical Society,Member,
Joseph Orne,Massachusetts Medical Society,Member,
Joseph Osgood,Massachusetts Medical Society,Member,
Jonathan Osgood,Massachusetts Medical Society,Member,
Samuel Kingsbury,Massachusetts Medical Society,Member,
Ashbel Kidder,Massachusetts Medical Society,Member,
Seth Knowlton,Massachusetts Medical Society,Member,
Francis Kittredge,Massachusetts Medical Society,Member,
Aaron King,Massachusetts Medical Society,Member,
Moses Kidder,Massachusetts Medical Society,Member,
Henry Kittredge,Massachusetts Medical Society,Member,
Gideon Kibbee,Massachusetts Medical Society,Member,
Pierson T. Kendall,Massachusetts Medical Society,Member,
Paul Kittredge,Massachusetts Medical Society,Member,
Seth Lathrop,Massachusetts Medical Society,Member,
George Leonard,Massachusetts Medical Society,Member,
Isaac Lincoln,Massachusetts Medical Society,Member,
John Linn,Massachusetts Medical Society,Member,
Lewis Le Prelate,Massachusetts Medical Society,Member,
James Lloyd,Massachusetts Medical Society,Member,
William Lamb,Massachusetts Medical Society,Member,
Jonathan Leonard,Massachusetts Medical Society,Member,
Eldad Lewis,Massachusetts Medical Society,Member,
Moses Little,Massachusetts Medical Society,Member,
Abraham Lowe,Massachusetts Medical Society,Member,
John Long,Massachusetts Medical Society,Member,
Levi Lincoln,Massachusetts Medical Society,Member,
Lemuel Lebarron,Massachusetts Medical Society,Member,
Dan Lamb,Massachusetts Medical Society,Member,
Timothy Little,Massachusetts Medical Society,Member,
Joel Lyons,Massachusetts Medical Society,Member,
William Lyman,Massachusetts Medical Society,Member,
Rufus Longley,Massachusetts Medical Society,Member,
Edward A. Lummus,Massachusetts Medical Society,Member,
Nathaniel Miller,Massachusetts Medical Society,Member,
Samuel Manning,Massachusetts Medical Society,Member,
Samuel Mather,Massachusetts Medical Society,Member,
James Mann,Massachusetts Medical Society,Member,
Ammi R. Mitchell,Massachusetts Medical Society,Member,
Mathew Mayhew,Massachusetts Medical Society,Member,
"Luther M. Harris,",Massachusetts Medical Society,Member,
Thaddeus M. Harris,Massachusetts Medical Society,Member,
Appleton Howe,Massachusetts Medical Society,Member,
I. Stearns Hurd,Massachusetts Medical Society,Member,
Isaac Hodges,Massachusetts Medical Society,Member,
Abishai Howard,Massachusetts Medical Society,Member,
Samuel Hart,Massachusetts Medical Society,Member,
Edward A. Holyoke Jr.,Massachusetts Medical Society,Member,
Anson Hooker,Massachusetts Medical Society,Member,
William Ingalls,Massachusetts Medical Society,Member,
James Jackson,Massachusetts Medical Society,Member,
CharIes Jarvis,Massachusetts Medical Society,Member,
John Jeffries,Massachusetts Medical Society,Member,
